meta_id	OIDHT_OID3072	OIDHT	OIDHT_UniProt	OIDHT_Assay	OID3072	OID3072_UniProt	OID3072_Assay
OID45042_OID21067	OID45042_OID21067	OID45042	Q9UBW5	BIN2	OID21067	Q9UBW5	BIN2
OID45055_OID21068	OID45055_OID21068	OID45055	O76076	CCN5	OID21068	O76076	CCN5
OID45034_OID21070	OID45034_OID21070	OID45034	P05067	APP	OID21070	P05067	APP
OID45165_OID21071	OID45165_OID21071	OID45165	P11215	ITGAM	OID21071	P11215	ITGAM
OID45033_OID21072	OID45033_OID21072	OID45033	P02749	APOH	OID21072	P02749	APOH
OID45186_OID21073	OID45186_OID21073	OID45186	P14174	MIF	OID21073	P14174	MIF
OID45202_OID21074	OID45202_OID21074	OID45202	Q15818	NPTX1	OID21074	Q15818	NPTX1
OID45132_OID21075	OID45132_OID21075	OID45132	P19440	GGT1	OID21075	P19440	GGT1
OID45039_OID21076	OID45039_OID21076	OID45039	P50895	BCAM	OID21076	P50895	BCAM
OID45271_OID21077	OID45271_OID21077	OID45271	P31948	STIP1	OID21077	P31948	STIP1
OID45027_OID21078	OID45027_OID21078	OID45027	Q9NZD4	AHSP	OID21078	Q9NZD4	AHSP
OID45110_OID21079	OID45110_OID21079	OID45110	Q02487	DSC2	OID21079	Q02487	DSC2
OID45057_OID21080	OID45057_OID21080	OID45057	Q04900	CD164	OID21080	Q04900	CD164
OID45204_OID21081	OID45204_OID21081	OID45204	O60462	NRP2	OID21081	O60462	NRP2
OID45258_OID21082	OID45258_OID21082	OID45258	O15389	SIGLEC5	OID21082	O15389	SIGLEC5
OID45187_OID21083	OID45187_OID21083	OID45187	P08254	MMP3	OID21083	P08254	MMP3
OID45296_OID21084	OID45296_OID21084	OID45296	P23381	WARS1	OID21084	P23381	WARS1
OID45196_OID21085	OID45196_OID21085	OID45196	Q14112	NID2	OID21085	Q14112	NID2
OID45140_OID21086	OID45140_OID21086	OID45140	P12081	HARS1	OID21086	P12081	HARS1
OID45217_OID21087	OID45217_OID21087	OID45217	P30086	PEBP1	OID21087	P30086	PEBP1
OID45255_OID21088	OID45255_OID21088	OID45255	P30740	SERPINB1	OID21088	P30740	SERPINB1
OID45155_OID21089	OID45155_OID21089	OID45155	Q96F46	IL17RA	OID21089	Q96F46	IL17RA
OID45075_OID21090	OID45075_OID21090	OID45075	Q86T13	CLEC14A	OID21090	Q86T13	CLEC14A
OID45136_OID21091	OID45136_OID21091	OID45136	Q9HCN6	GP6	OID21091	Q9HCN6	GP6
OID45079_OID21092	OID45079_OID21092	OID45079	Q9P232	CNTN3	OID21092	Q9P232	CNTN3
OID45162_OID21093	OID45162_OID21093	OID45162	P55103	INHBC	OID21093	P55103	INHBC
OID45222_OID21094	OID45222_OID21094	OID45222	Q96FE7	PIK3IP1	OID21094	Q96FE7	PIK3IP1
OID45195_OID21095	OID45195_OID21095	OID45195	O15394	NCAM2	OID21095	O15394	NCAM2
OID45049_OID21096	OID45049_OID21096	OID45049	P23280	CA6	OID21096	P23280	CA6
OID45264_OID21097	OID45264_OID21097	OID45264	P00995	SPINK1	OID21097	P00995	SPINK1
OID45272_OID21098	OID45272_OID21098	OID45272	Q9UGT4	SUSD2	OID21098	Q9UGT4	SUSD2
OID45182_OID21099	OID45182_OID21099	OID45182	Q14696	MESD	OID21099	Q14696	MESD
OID45189_OID21100	OID45189_OID21100	OID45189	P05164	MPO	OID21100	P05164	MPO
OID45138_OID21101	OID45138_OID21101	OID45138	Q02747	GUCA2A	OID21101	Q02747	GUCA2A
OID45221_OID21102	OID45221_OID21102	OID45221	P01833	PIGR	OID21102	P01833	PIGR
OID45188_OID21103	OID45188_OID21103	OID45188	P14780	MMP9	OID21103	P14780	MMP9
OID45277_OID21104	OID45277_OID21104	OID45277	P35442	THBS2	OID21104	P35442	THBS2
OID45226_OID21105	OID45226_OID21105	OID45226	Q13093	PLA2G7	OID21105	Q13093	PLA2G7
OID45197_OID21106	OID45197_OID21106	OID45197	Q15155	NOMO1	OID21106	Q15155	NOMO1
OID45288_OID21107	OID45288_OID21107	OID45288	P22105	TNXB	OID21107	P22105	TNXB
OID45056_OID21108	OID45056_OID21108	OID45056	Q6YHK3	CD109	OID21108	Q6YHK3	CD109
OID45266_OID21109	OID45266_OID21109	OID45266	O43278	SPINT1	OID21109	O43278	SPINT1
OID45062_OID21110	OID45062_OID21110	OID45062	P14209	CD99	OID21110	P14209	CD99
OID45126_OID21111	OID45126_OID21111	OID45126	Q96RD9	FCRL5	OID21111	Q96RD9	FCRL5
OID45074_OID21112	OID45074_OID21112	OID45074	Q9Y240	CLEC11A	OID21112	Q9Y240	CLEC11A
OID45111_OID21113	OID45111_OID21113	OID45111	Q14126	DSG2	OID21113	Q14126	DSG2
OID45263_OID21114	OID45263_OID21114	OID45263	P04179	SOD2	OID21114	P04179	SOD2
OID45205_OID21115	OID45205_OID21115	OID45205	Q9UKK9	NUDT5	OID21115	Q9UKK9	NUDT5
OID45156_OID21116	OID45156_OID21116	OID45156	P14778	IL1R1	OID21116	P14778	IL1R1
OID45080_OID21117	OID45080_OID21117	OID45080	Q8IWV2	CNTN4	OID21117	Q8IWV2	CNTN4
OID45280_OID21118	OID45280_OID21118	OID45280	P63313	TMSB10	OID21118	P63313	TMSB10
OID45058_OID21119	OID45058_OID21119	OID45058	Q8N6Q3	CD177	OID21119	Q8N6Q3	CD177
OID45290_OID21120	OID45290_OID21120	OID45290	Q5T2D2	TREML2	OID21120	Q5T2D2	TREML2
OID45194_OID21121	OID45194_OID21121	OID45194	Q99972	MYOC	OID21121	Q99972	MYOC
OID45063_OID21122	OID45063_OID21122	OID45063	Q8TCZ2	CD99L2	OID21122	Q8TCZ2	CD99L2
OID45207_OID21123	OID45207_OID21123	OID45207	P20774	OGN	OID21123	P20774	OGN
OID45227_OID21124	OID45227_OID21124	OID45227	P00749	PLAU	OID21124	P00749	PLAU
OID45114_OID21125	OID45114_OID21125	OID45114	P20827	EFNA1	OID21125	P20827	EFNA1
OID45157_OID21126	OID45157_OID21126	OID45157	Q9NPH3	IL1RAP	OID21126	Q9NPH3	IL1RAP
OID45038_OID21127	OID45038_OID21127	OID45038	O43505	B4GAT1	OID21127	O43505	B4GAT1
OID45029_OID21128	OID45029_OID21128	OID45029	P00352	ALDH1A1	OID21128	P00352	ALDH1A1
OID45223_OID21129	OID45223_OID21129	OID45223	Q9UKJ1	PILRA	OID21129	Q9UKJ1	PILRA
OID45060_OID21130	OID45060_OID21130	OID45060	Q6UXG3	CD300LG	OID21130	Q6UXG3	CD300LG
OID45218_OID21131	OID45218_OID21131	OID45218	P16284	PECAM1	OID21131	P16284	PECAM1
OID45134_OID21132	OID45134_OID21132	OID45134	P22749	GNLY	OID21132	P22749	GNLY
OID45125_OID21133	OID45125_OID21133	OID45125	P06734	FCER2	OID21133	P06734	FCER2
OID45185_OID21134	OID45185_OID21134	OID45185	Q08431	MFGE8	OID21134	Q08431	MFGE8
OID45292_OID21135	OID45292_OID21135	OID45292	Q16881	TXNRD1	OID21135	Q16881	TXNRD1
OID45160_OID21136	OID45160_OID21136	OID45160	P16871	IL7R	OID21136	P16871	IL7R
OID45141_OID21137	OID45141_OID21137	OID45141	Q8TDQ0	HAVCR2	OID21137	Q8TDQ0	HAVCR2
OID45164_OID21139	OID45164_OID21139	OID45164	P08648	ITGA5	OID21139	P08648	ITGA5
OID45129_OID21140	OID45129_OID21140	OID45129	O15117	FYB1	OID21140	O15117	FYB1
OID45044_OID21141	OID45044_OID21141	OID45044	P30043	BLVRB	OID21141	P30043	BLVRB
OID45246_OID21142	OID45246_OID21142	OID45246	Q969Z4	RELT	OID21142	Q969Z4	RELT
OID45103_OID21143	OID45103_OID21143	OID45103	P07108	DBI	OID21143	P07108	DBI
OID45294_OID21144	OID45294_OID21144	OID45294	Q9Y279	VSIG4	OID21144	Q9Y279	VSIG4
OID45284_OID21145	OID45284_OID21145	OID45284	P20333	TNFRSF1B	OID21145	P20333	TNFRSF1B
OID45150_OID21146	OID45150_OID21146	OID45150	P11717	IGF2R	OID21146	P11717	IGF2R
OID45279_OID21147	OID45279_OID21147	OID45279	Q99727	TIMP4	OID21147	Q99727	TIMP4
OID45265_OID21148	OID45265_OID21148	OID45265	Q9NQ38	SPINK5	OID21148	Q9NQ38	SPINK5
OID45046_OID21149	OID45046_OID21149	OID45046	P00918	CA2	OID21149	P00918	CA2
OID45097_OID21150	OID45097_OID21150	OID45097	P17538	CTRB1	OID21150	P17538	CTRB1
OID45120_OID21151	OID45120_OID21151	OID45120	Q9Y624	F11R	OID21151	Q9Y624	F11R
OID45176_OID21152	OID45176_OID21152	OID45176	Q8N149	LILRA2	OID21152	Q8N149	LILRA2
OID45209_OID21153	OID45209_OID21153	OID45209	Q6UXH9	PAMR1	OID21153	Q6UXH9	PAMR1
OID45274_OID21154	OID45274_OID21154	OID45274	P04155	TFF1	OID21154	P04155	TFF1
OID45283_OID21155	OID45283_OID21155	OID45283	P19438	TNFRSF1A	OID21155	P19438	TNFRSF1A
OID45077_OID21156	OID45077_OID21156	OID45077	P04118	CLPS	OID21156	P04118	CLPS
OID45270_OID21157	OID45270_OID21157	OID45270	O76061	STC2	OID21157	O76061	STC2
OID45153_OID21158	OID45153_OID21158	OID45153	P22692	IGFBP4	OID21158	P22692	IGFBP4
OID45137_OID21159	OID45137_OID21159	OID45137	P28799	GRN	OID21159	P28799	GRN
OID45210_OID21160	OID45210_OID21160	OID45210	Q99497	PARK7	OID21160	Q99497	PARK7
OID43059_OID21161	OID43059_OID21161	OID43059	P22307	SCP2	OID21161	P22307	SCP2
OID42121_OID21162	OID42121_OID21162	OID42121	Q6NXT1	ANKRD54	OID21162	Q6NXT1	ANKRD54
OID42979_OID21163	OID42979_OID21163	OID42979	Q7Z6M1	RABEPK	OID21163	Q7Z6M1	RABEPK
OID43282_OID21164	OID43282_OID21164	OID43282	Q7Z7D3	VTCN1	OID21164	Q7Z7D3	VTCN1
OID42982_OID21166	OID42982_OID21166	OID42982	P54727	RAD23B	OID21166	P54727	RAD23B
OID42834_OID21167	OID42834_OID21167	OID42834	Q92982	NINJ1	OID21167	Q92982	NINJ1
OID42514_OID21168	OID42514_OID21168	OID42514	P01242	GH2	OID21168	P01242	GH2
OID42962_OID21169	OID42962_OID21169	OID42962	Q6PGN9	PSRC1	OID21169	Q6PGN9	PSRC1
OID43140_OID21170	OID43140_OID21170	OID43140	O14662	STX16	OID21170	O14662	STX16
OID42260_OID21171	OID42260_OID21171	OID42260	P06731	CEACAM5	OID21171	P06731	CEACAM5
OID42935_OID21172	OID42935_OID21172	OID42935	O60828	PQBP1	OID21172	O60828	PQBP1
OID42539_OID21173	OID42539_OID21173	OID42539	A4D1B5	GSAP	OID21173	A4D1B5	GSAP
OID43034_OID21174	OID43034_OID21174	OID43034	Q7LG56	RRM2B	OID21174	Q7LG56	RRM2B
OID42559_OID21175	OID42559_OID21175	OID42559	O14964	HGS	OID21175	O14964	HGS
OID42894_OID21176	OID42894_OID21176	OID42894	Q9P0J1	PDP1	OID21176	Q9P0J1	PDP1
OID42991_OID21177	OID42991_OID21177	OID42991	P49788	RARRES1	OID21177	P49788	RARRES1
OID42162_OID21178	OID42162_OID21178	OID42162	O75787	ATP6AP2	OID21178	O75787	ATP6AP2
OID43021_OID21179	OID43021_OID21179	OID43021	Q9H4P4	RNF41	OID21179	Q9H4P4	RNF41
OID42728_OID21181	OID42728_OID21181	OID42728	Q9Y5V3	MAGED1	OID21181	Q9Y5V3	MAGED1
OID42217_OID21182	OID42217_OID21182	OID42217	Q8N5S9	CAMKK1	OID21182	Q8N5S9	CAMKK1
OID42891_OID21183	OID42891_OID21183	OID42891	Q9NRA1	PDGFC	OID21183	Q9NRA1	PDGFC
OID42929_OID21184	OID42929_OID21184	OID42929	P35813	PPM1A	OID21184	P35813	PPM1A
OID42672_OID21185	OID42672_OID21185	OID42672	P43629	KIR3DL1	OID21185	P43629	KIR3DL1
OID42800_OID21186	OID42800_OID21186	OID42800	Q08AG7	MZT1	OID21186	Q08AG7	MZT1
OID43033_OID21187	OID43033_OID21187	OID43033	P31350	RRM2	OID21187	P31350	RRM2
OID42091_OID21188	OID42091_OID21188	OID42091	P41586	ADCYAP1R1	OID21188	P41586	ADCYAP1R1
OID42713_OID21191	OID42713_OID21191	OID42713	Q9NS15	LTBP3	OID21191	Q9NS15	LTBP3
OID42454_OID21192	OID42454_OID21192	OID42454	P39748	FEN1	OID21192	P39748	FEN1
OID42451_OID21193	OID42451_OID21193	OID42451	Q6BAA4	FCRLB	OID21193	Q6BAA4	FCRLB
OID42994_OID21194	OID42994_OID21194	OID42994	P50749	RASSF2	OID21194	P50749	RASSF2
OID42205_OID21195	OID42205_OID21195	OID42205	O75493	CA11	OID21195	O75493	CA11
OID42107_OID21197	OID42107_OID21197	OID42107	Q9Y243	AKT3	OID21197	Q9Y243	AKT3
OID42181_OID21198	OID42181_OID21198	OID42181	P21810	BGN	OID21198	P21810	BGN
OID42197_OID21199	OID42197_OID21199	OID42197	P35070	BTC	OID21199	P35070	BTC
OID42236_OID21200	OID42236_OID21200	OID42236	P48643	CCT5	OID21200	P48643	CCT5
OID42678_OID21201	OID42678_OID21201	OID42678	Q9UKR0	KLK12	OID21201	Q9UKR0	KLK12
OID42133_OID21202	OID42133_OID21202	OID42133	Q07960	ARHGAP1	OID21202	Q07960	ARHGAP1
OID42987_OID21203	OID42987_OID21203	OID42987	P46060	RANGAP1	OID21203	P46060	RANGAP1
OID42743_OID21204	OID42743_OID21204	OID42743	Q7Z434	MAVS	OID21204	Q7Z434	MAVS
OID43294_OID21205	OID43294_OID21205	OID43294	Q05516	ZBTB16	OID21205	Q05516	ZBTB16
OID42724_OID21206	OID42724_OID21206	OID42724	Q7L5Y9	MAEA	OID21206	Q7L5Y9	MAEA
OID42455_OID21207	OID42455_OID21207	OID42455	P07332	FES	OID21207	P07332	FES
OID42856_OID21208	OID42856_OID21208	OID42856	P34130	NTF4	OID21208	P34130	NTF4
OID42276_OID21209	OID42276_OID21209	OID42276	Q96NB1	CEP20	OID21209	Q96NB1	CEP20
OID42711_OID21210	OID42711_OID21210	OID42711	O15116	LSM1	OID21210	O15116	LSM1
OID43038_OID21211	OID43038_OID21211	OID43038	Q9Y265	RUVBL1	OID21211	Q9Y265	RUVBL1
OID42830_OID21212	OID42830_OID21212	OID42830	O00221	NFKBIE	OID21212	O00221	NFKBIE
OID42594_OID21213	OID42594_OID21213	OID42594	Q9UKS7	IKZF2	OID21213	Q9UKS7	IKZF2
OID43087_OID21214	OID43087_OID21214	OID43087	Q9P0V8	SLAMF8	OID21214	Q9P0V8	SLAMF8
OID42448_OID21215	OID42448_OID21215	OID42448	P31994	FCGR2B	OID21215	P31994	FCGR2B
OID42510_OID21216	OID42510_OID21216	OID42510	Q3B7J2	GFOD2	OID21216	Q3B7J2	GFOD2
OID42186_OID21217	OID42186_OID21217	OID42186	Q13490	BIRC2	OID21217	Q13490	BIRC2
OID43066_OID21218	OID43066_OID21218	OID43066	Q8IWL1	SFTPA2	OID21218	Q8IWL1	SFTPA2
OID43143_OID21219	OID43143_OID21219	OID43143	O43752	STX6	OID21219	O43752	STX6
OID43164_OID21220	OID43164_OID21220	OID43164	O60907	TBL1X	OID21220	O60907	TBL1X
OID42958_OID21221	OID42958_OID21221	OID42958	P25786	PSMA1	OID21221	P25786	PSMA1
OID43068_OID21222	OID43068_OID21222	OID43068	Q9UQQ2	SH2B3	OID21222	Q9UQQ2	SH2B3
OID42816_OID21224	OID42816_OID21224	OID42816	O75380	NDUFS6	OID21224	O75380	NDUFS6
OID42945_OID21225	OID42945_OID21225	OID42945	O75569	PRKRA	OID21225	O75569	PRKRA
OID42807_OID21227	OID42807_OID21227	OID42807	P43490	NAMPT	OID21227	P43490	NAMPT
OID42297_OID21228	OID42297_OID21228	OID42297	Q6EIG7	CLEC6A	OID21228	Q6EIG7	CLEC6A
OID43146_OID21229	OID43146_OID21229	OID43146	Q9Y2Z0	SUGT1	OID21229	Q9Y2Z0	SUGT1
OID42289_OID21230	OID42289_OID21230	OID42289	Q8WUX2	CHAC2	OID21230	Q8WUX2	CHAC2
OID42523_OID21231	OID42523_OID21231	OID42523	Q9Y223	GNE	OID21231	Q9Y223	GNE
OID43217_OID21232	OID43217_OID21232	OID43217	P04637	TP53	OID21232	P04637	TP53
OID42473_OID21233	OID42473_OID21233	OID42473	Q06787	FMR1	OID21233	Q06787	FMR1
OID42100_OID21234	OID42100_OID21234	OID42100	P55008	AIF1	OID21234	P55008	AIF1
OID42848_OID21235	OID42848_OID21235	OID42848	Q9Y639	NPTN	OID21235	Q9Y639	NPTN
OID43204_OID21237	OID43204_OID21237	OID43204	P01375	TNF	OID21237	P01375	TNF
OID42248_OID21238	OID42248_OID21238	OID42248	P30260	CDC27	OID21238	P30260	CDC27
OID42469_OID21239	OID42469_OID21239	OID42469	Q01543	FLI1	OID21239	Q01543	FLI1
OID43144_OID21240	OID43144_OID21240	OID43144	O00186	STXBP3	OID21240	O00186	STXBP3
OID42281_OID21241	OID42281_OID21241	OID42281	Q6P2H3	CEP85	OID21241	Q6P2H3	CEP85
OID42540_OID21242	OID42540_OID21242	OID42540	Q16772	GSTA3	OID21242	Q16772	GSTA3
OID42098_OID21243	OID42098_OID21243	OID42098	Q8TD06	AGR3	OID21243	Q8TD06	AGR3
OID42103_OID21244	OID42103_OID21244	OID42103	P15121	AKR1B1	OID21244	P15121	AKR1B1
OID42259_OID21245	OID42259_OID21245	OID42259	P40198	CEACAM3	OID21245	P40198	CEACAM3
OID42153_OID21246	OID42153_OID21246	OID42153	Q8WYN0	ATG4A	OID21246	Q8WYN0	ATG4A
OID42508_OID21247	OID42508_OID21247	OID42508	P14136	GFAP	OID21247	P14136	GFAP
OID42693_OID21248	OID42693_OID21248	OID42693	P01229	LHB	OID21248	P01229	LHB
OID42320_OID21249	OID42320_OID21249	OID42320	Q9BSW2	CRACR2A	OID21249	Q9BSW2	CRACR2A
OID42170_OID21250	OID42170_OID21250	OID42170	Q9UQB8	BAIAP2	OID21250	Q9UQB8	BAIAP2
OID42719_OID21251	OID42719_OID21251	OID42719	Q6UX82	LYPD8	OID21251	Q6UX82	LYPD8
OID42398_OID21252	OID42398_OID21252	OID42398	Q9UHF1	EGFL7	OID21252	Q9UHF1	EGFL7
OID42736_OID21253	OID42736_OID21253	OID42736	Q99683	MAP3K5	OID21253	Q99683	MAP3K5
OID43086_OID21254	OID43086_OID21254	OID43086	Q96DU3	SLAMF6	OID21254	Q96DU3	SLAMF6
OID42481_OID21256	OID42481_OID21256	OID42481	P35637	FUS	OID21256	P35637	FUS
OID42323_OID21257	OID42323_OID21257	OID42323	P06850	CRH	OID21257	P06850	CRH
OID42917_OID21258	OID42917_OID21258	OID42917	Q8IUK5	PLXDC1	OID21258	Q8IUK5	PLXDC1
OID42509_OID21259	OID42509_OID21259	OID42509	P55789	GFER	OID21259	P55789	GFER
OID42413_OID21260	OID42413_OID21260	OID42413	Q9Y5L3	ENTPD2	OID21260	Q9Y5L3	ENTPD2
OID42286_OID21261	OID42286_OID21261	OID42286	P0CG37	CFC1	OID21261	P0CG37	CFC1
OID43111_OID21262	OID43111_OID21262	OID43111	Q96PQ0	SORCS2	OID21262	Q96PQ0	SORCS2
OID42503_OID21263	OID42503_OID21263	OID42503	P01275	GCG	OID21263	P01275	GCG
OID42717_OID21264	OID42717_OID21264	OID42717	Q9NX58	LYAR	OID21264	Q9NX58	LYAR
OID42239_OID21265	OID42239_OID21265	OID42239	P10747	CD28	OID21265	P10747	CD28
OID42572_OID21266	OID42572_OID21266	OID42572	O60760	HPGDS	OID21266	O60760	HPGDS
OID42172_OID21267	OID42172_OID21267	OID42172	Q13145	BAMBI	OID21267	Q13145	BAMBI
OID42639_OID21268	OID42639_OID21268	OID42639	O14713	ITGB1BP1	OID21268	O14713	ITGB1BP1
OID42082_OID21269	OID42082_OID21269	OID42082	P09110	ACAA1	OID21269	P09110	ACAA1
OID43223_OID21270	OID43223_OID21270	OID43223	P51580	TPMT	OID21270	P51580	TPMT
OID42478_OID21271	OID42478_OID21271	OID42478	O43524	FOXO3	OID21271	O43524	FOXO3
OID42471_OID21272	OID42471_OID21272	OID42471	P36888	FLT3	OID21272	P36888	FLT3
OID44083_OID21273	OID44083_OID21273	OID44083	Q9BQ51	PDCD1LG2	OID21273	Q9BQ51	PDCD1LG2
OID43837_OID21274	OID43837_OID21274	OID43837	P08069	IGF1R	OID21274	P08069	IGF1R
OID43332_OID21275	OID43332_OID21275	OID43332	Q8TE58	ADAMTS15	OID21275	Q8TE58	ADAMTS15
OID43856_OID21276	OID43856_OID21276	OID43856	P05231	IL6	OID21276	P05231	IL6
OID44289_OID21277	OID44289_OID21277	OID44289	P51692	STAT5B	OID21277	P51692	STAT5B
OID44237_OID21278	OID44237_OID21278	OID44237	Q15427	SF3B4	OID21278	Q15427	SF3B4
OID44228_OID21279	OID44228_OID21279	OID44228	Q9UHD8	SEPTIN9	OID21279	Q9UHD8	SEPTIN9
OID43315_OID21280	OID43315_OID21280	OID43315	P00519	ABL1	OID21280	P00519	ABL1
OID44397_OID21281	OID44397_OID21281	OID44397	Q5VIR6	VPS53	OID21281	Q5VIR6	VPS53
OID43507_OID21282	OID43507_OID21282	OID43507	Q9BYE9	CDHR2	OID21282	Q9BYE9	CDHR2
OID44109_OID21283	OID44109_OID21283	OID44109	P61218	POLR2F	OID21283	P61218	POLR2F
OID44229_OID21284	OID44229_OID21284	OID44229	Q86WD7	SERPINA9	OID21284	Q86WD7	SERPINA9
OID44303_OID21285	OID44303_OID21285	OID44303	Q9Y6A5	TACC3	OID21285	Q9Y6A5	TACC3
OID44308_OID21286	OID44308_OID21286	OID44308	Q9NUY8	TBC1D23	OID21286	Q9NUY8	TBC1D23
OID43349_OID21287	OID43349_OID21287	OID43349	O95831	AIFM1	OID21287	O95831	AIFM1
OID43984_OID21288	OID43984_OID21288	OID43984	P34949	MPI	OID21288	P34949	MPI
OID44236_OID21289	OID44236_OID21289	OID44236	Q6UXD5	SEZ6L2	OID21289	Q6UXD5	SEZ6L2
OID43930_OID21290	OID43930_OID21290	OID43930	Q7L5N7	LPCAT2	OID21290	Q7L5N7	LPCAT2
OID43896_OID21291	OID43896_OID21291	OID43896	Q9UKR3	KLK13	OID21291	Q9UKR3	KLK13
OID43915_OID21292	OID43915_OID21292	OID43915	Q9GZY6	LAT2	OID21292	Q9GZY6	LAT2
OID43935_OID21293	OID43935_OID21293	OID43935	Q07954	LRP1	OID21293	Q07954	LRP1
OID43338_OID21294	OID43338_OID21294	OID43338	Q9Y653	ADGRG1	OID21294	Q9Y653	ADGRG1
OID43509_OID21295	OID43509_OID21295	OID43509	P55273	CDKN2D	OID21295	P55273	CDKN2D
OID43903_OID21296	OID43903_OID21296	OID43903	P05783	KRT18	OID21296	P05783	KRT18
OID43559_OID21297	OID43559_OID21297	OID43559	P10606	COX5B	OID21297	P10606	COX5B
OID43483_OID21298	OID43483_OID21298	OID43483	Q9UJ71	CD207	OID21298	Q9UJ71	CD207
OID43598_OID21299	OID43598_OID21299	OID43598	O94760	DDAH1	OID21299	O94760	DDAH1
OID43721_OID21301	OID43721_OID21301	OID43721	P17948	FLT1	OID21301	P17948	FLT1
OID44192_OID21302	OID44192_OID21302	OID44192	O75695	RP2	OID21302	O75695	RP2
OID43817_OID21303	OID43817_OID21303	OID43817	Q9Y662	HS3ST3B1	OID21303	Q9Y662	HS3ST3B1
OID44136_OID21304	OID44136_OID21304	OID44136	O00233	PSMD9	OID21304	O00233	PSMD9
OID43631_OID21305	OID43631_OID21305	OID43631	Q9H4A9	DPEP2	OID21305	Q9H4A9	DPEP2
OID43442_OID21306	OID43442_OID21306	OID43442	P05937	CALB1	OID21306	P05937	CALB1
OID43979_OID21307	OID43979_OID21307	OID43979	P08473	MME	OID21307	P08473	MME
OID44050_OID21308	OID44050_OID21308	OID44050	P50583	NUDT2	OID21308	P50583	NUDT2
OID43783_OID21309	OID43783_OID21309	OID43783	Q9HAV7	GRPEL1	OID21309	Q9HAV7	GRPEL1
OID44394_OID21310	OID44394_OID21310	OID44394	O95498	VNN2	OID21310	O95498	VNN2
OID43312_OID21311	OID43312_OID21311	OID43312	Q9BTE6	AARSD1	OID21311	Q9BTE6	AARSD1
OID43840_OID21312	OID43840_OID21312	OID43840	O75054	IGSF3	OID21312	O75054	IGSF3
OID43610_OID21313	OID43610_OID21313	OID43610	Q9UK85	DKKL1	OID21313	Q9UK85	DKKL1
OID43863_OID21314	OID43863_OID21314	OID43863	O15357	INPPL1	OID21314	O15357	INPPL1
OID43908_OID21315	OID43908_OID21315	OID43908	P18627	LAG3	OID21315	P18627	LAG3
OID43491_OID21316	OID43491_OID21316	OID43491	P28907	CD38	OID21316	P28907	CD38
OID43547_OID21317	OID43547_OID21317	OID43547	Q8N129	CNPY4	OID21317	Q8N129	CNPY4
OID43510_OID21318	OID43510_OID21318	OID43510	Q49AH0	CDNF	OID21318	Q49AH0	CDNF
OID43508_OID21319	OID43508_OID21319	OID43508	P38936	CDKN1A	OID21319	P38936	CDKN1A
OID44306_OID21321	OID44306_OID21321	OID44306	Q7Z5A7	TAFA5	OID21321	Q7Z5A7	TAFA5
OID44285_OID21322	OID44285_OID21322	OID44285	Q11201	ST3GAL1	OID21322	Q11201	ST3GAL1
OID43687_OID21323	OID43687_OID21323	OID43687	Q96RT1	ERBIN	OID21323	Q96RT1	ERBIN
OID44282_OID21324	OID44282_OID21324	OID44282	P37108	SRP14	OID21324	P37108	SRP14
OID43638_OID21325	OID43638_OID21325	OID43638	Q86SJ6	DSG4	OID21325	Q86SJ6	DSG4
OID44292_OID21326	OID44292_OID21326	OID44292	Q12846	STX4	OID21326	Q12846	STX4
OID43842_OID21327	OID43842_OID21327	OID43842	P29459_P29460	IL12A_IL12B	OID21327	P29459_P29460	IL12A_IL12B
OID43490_OID21328	OID43490_OID21328	OID43490	Q8IX05	CD302	OID21328	Q8IX05	CD302
OID44224_OID21329	OID44224_OID21329	OID44224	Q9C0C4	SEMA4C	OID21329	Q9C0C4	SEMA4C
OID43747_OID21330	OID43747_OID21330	OID43747	O00451	GFRA2	OID21330	O00451	GFRA2
OID43386_OID21331	OID43386_OID21331	OID43386	P15848	ARSB	OID21331	P15848	ARSB
OID44209_OID21332	OID44209_OID21332	OID44209	O14828	SCAMP3	OID21332	O14828	SCAMP3
OID43936_OID21333	OID43936_OID21333	OID43936	Q8N386	LRRC25	OID21333	Q8N386	LRRC25
OID43596_OID21334	OID43596_OID21334	OID43596	Q13561	DCTN2	OID21334	Q13561	DCTN2
OID43636_OID21335	OID43636_OID21335	OID43636	P55039	DRG2	OID21335	P55039	DRG2
OID44371_OID21336	OID44371_OID21336	OID44371	Q9BSL1	UBAC1	OID21336	Q9BSL1	UBAC1
OID43672_OID21337	OID43672_OID21337	OID43672	Q14241	ELOA	OID21337	Q14241	ELOA
OID43690_OID21338	OID43690_OID21338	OID43690	Q9BS26	ERP44	OID21338	Q9BS26	ERP44
OID43885_OID21339	OID43885_OID21339	OID43885	Q96I82	KAZALD1	OID21339	Q96I82	KAZALD1
OID43521_OID21340	OID43521_OID21340	OID43521	Q6UWW8	CES3	OID21340	Q6UWW8	CES3
OID43394_OID21341	OID43394_OID21341	OID43394	Q9Y5K8	ATP6V1D	OID21341	Q9Y5K8	ATP6V1D
OID43682_OID21342	OID43682_OID21342	OID43682	P29317	EPHA2	OID21342	P29317	EPHA2
OID44196_OID21343	OID44196_OID21343	OID44196	Q9BSG5	RTBDN	OID21343	Q9BSG5	RTBDN
OID43438_OID21344	OID43438_OID21344	OID43438	O43570	CA12	OID21344	O43570	CA12
